OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0004644,24-11-2015,136,Wholesale,USD,NXH382,47,26,11,2586.20,28448.20,1370.69
SO - 0004645,24-11-2015,159,Wholesale,USD,NXH382,55,26,8,5634.70,45077.60,3268.13
SO - 0004646,25-11-2015,148,Wholesale,USD,GUT930,42,25,5,3859.20,19296.00,2855.81
SO - 0004647,25-11-2015,168,Wholesale,USD,FLR025,62,2,5,207.70,1038.50,95.54
SO - 0004648,25-11-2015,7,Wholesale,USD,AXW291,18,15,5,1139.00,5695.00,615.06
SO - 0004649,25-11-2015,173,Distributor,USD,AXW291,16,2,11,3986.50,43851.50,2910.15
SO - 0004650,25-11-2015,45,Wholesale,USD,AXW291,23,14,11,944.70,10391.70,377.88
SO - 0004651,25-11-2015,9,Wholesale,USD,AXW291,9,5,12,884.40,10612.80,389.14
SO - 0004652,25-11-2015,13,Wholesale,USD,NXH382,58,13,10,1118.90,11189.00,760.85
SO - 0004653,25-11-2015,41,Wholesale,USD,AXW291,2,1,9,1232.80,11095.20,788.99
SO - 0004654,25-11-2015,130,Wholesale,USD,AXW291,28,5,12,194.30,2331.60,128.24
SO - 0004655,25-11-2015,28,Distributor,USD,FLR025,64,3,11,1025.10,11276.10,625.31
SO - 0004656,25-11-2015,49,Wholesale,USD,GUT930,38,1,6,3919.50,23517.00,2430.09
SO - 0004657,25-11-2015,40,Export,USD,GUT930,43,26,7,1782.20,12475.40,962.39
SO - 0004658,25-11-2015,23,Wholesale,USD,GUT930,47,15,7,2278.00,15946.00,1116.22
SO - 0004659,26-11-2015,23,Wholesale,USD,NXH382,58,2,8,2532.60,20260.80,2076.73
SO - 0004660,26-11-2015,37,Distributor,USD,NXH382,56,28,9,3999.90,35999.10,2319.94
SO - 0004661,26-11-2015,30,Distributor,USD,AXW291,10,1,6,1829.10,10974.60,749.93
SO - 0004662,26-11-2015,66,Wholesale,USD,AXW291,28,17,6,5949.60,35697.60,2498.83
SO - 0004663,26-11-2015,71,Wholesale,USD,AXW291,18,18,8,1065.30,8522.40,777.67
SO - 0004664,26-11-2015,104,Wholesale,USD,AXW291,15,16,10,1105.50,11055.00,519.59
SO - 0004665,26-11-2015,115,Distributor,USD,GUT930,38,2,9,2680.00,24120.00,1688.40
SO - 0004666,27-11-2015,49,Distributor,USD,NXH382,50,6,9,777.20,6994.80,536.27
SO - 0004667,27-11-2015,159,Distributor,USD,GUT930,45,14,12,3865.90,46390.80,1855.63
SO - 0004668,27-11-2015,124,Export,USD,FLR025,64,15,5,2003.30,10016.50,1161.91
SO - 0004669,27-11-2015,117,Distributor,USD,GUT930,45,21,10,6210.90,62109.00,2857.01
SO - 0004670,27-11-2015,73,Distributor,USD,NXH382,50,26,12,2579.50,30954.00,2037.81
SO - 0004671,27-11-2015,36,Wholesale,USD,AXW291,2,26,11,201.00,2211.00,118.59
SO - 0004672,27-11-2015,164,Distributor,USD,AXW291,8,13,6,1721.90,10331.40,929.83
SO - 0004673,27-11-2015,154,Wholesale,USD,NXH382,58,3,7,5232.70,36628.90,3924.53
SO - 0004674,27-11-2015,64,Distributor,USD,GUT930,32,22,5,5413.60,27068.00,2869.21
SO - 0004675,28-11-2015,153,Wholesale,USD,AXW291,15,22,6,1011.70,6070.20,607.02
SO - 0004676,28-11-2015,105,Export,USD,NXH382,51,14,8,4006.60,32052.80,2524.16
SO - 0004677,28-11-2015,22,Wholesale,USD,AXW291,30,13,5,1855.90,9279.50,1373.37
SO - 0004678,28-11-2015,28,Wholesale,USD,AXW291,23,26,12,3651.50,43818.00,2921.20
SO - 0004679,28-11-2015,28,Distributor,USD,FLR025,65,13,8,187.60,1500.80,99.43
SO - 0004680,28-11-2015,7,Wholesale,USD,GUT930,38,21,11,1125.60,12381.60,607.82
SO - 0004681,28-11-2015,36,Distributor,USD,AXW291,2,5,11,5045.10,55496.10,3027.06
SO - 0004682,28-11-2015,168,Distributor,USD,NXH382,58,25,5,214.40,1072.00,150.08
SO - 0004683,28-11-2015,148,Distributor,USD,FLR025,61,15,6,1876.00,11256.00,1331.96
SO - 0004684,28-11-2015,164,Wholesale,USD,GUT930,34,5,12,1125.60,13507.20,551.54
SO - 0004685,28-11-2015,155,Distributor,USD,AXW291,16,5,7,3986.50,27905.50,2989.88
SO - 0004686,28-11-2015,9,Distributor,USD,AXW291,30,14,7,6204.20,43429.40,4901.32
SO - 0004687,29-11-2015,74,Wholesale,USD,NXH382,57,4,6,1065.30,6391.80,767.02
SO - 0004688,29-11-2015,157,Wholesale,USD,NXH382,60,25,8,1038.50,8308.00,633.49
SO - 0004689,29-11-2015,28,Wholesale,USD,GUT930,45,25,12,6539.20,78470.40,3138.82
SO - 0004690,29-11-2015,2,Distributor,USD,GUT930,37,26,9,1011.70,9105.30,526.08
SO - 0004691,29-11-2015,81,Distributor,USD,AXW291,29,12,5,3242.80,16214.00,2561.81
SO - 0004692,29-11-2015,49,Wholesale,USD,GUT930,44,24,11,1721.90,18940.90,843.73
SO - 0004693,29-11-2015,134,Wholesale,USD,AXW291,11,26,5,3986.50,19932.50,2910.15
SO - 0004694,30-11-2015,32,Wholesale,USD,AXW291,10,26,12,1728.60,20743.20,1279.16
SO - 0004695,30-11-2015,44,Distributor,USD,FLR025,61,13,8,201.00,1608.00,106.53
SO - 0004696,30-11-2015,48,Distributor,USD,NXH382,55,26,6,971.50,5829.00,582.90
SO - 0004697,30-11-2015,168,Wholesale,USD,AXW291,6,26,7,958.10,6706.70,594.02
SO - 0004698,30-11-2015,63,Wholesale,USD,AXW291,15,5,8,3953.00,31624.00,1818.38
SO - 0004699,30-11-2015,123,Wholesale,USD,AXW291,16,3,8,1239.50,9916.00,706.52
SO - 0004700,30-11-2015,38,Wholesale,USD,AXW291,24,29,5,5621.30,28106.50,4215.98
SO - 0004701,30-11-2015,90,Wholesale,USD,AXW291,17,4,5,3839.10,19195.50,1881.16
SO - 0004702,30-11-2015,135,Distributor,USD,NXH382,56,26,11,2519.20,27711.20,1309.98
SO - 0004703,30-11-2015,82,Distributor,USD,AXW291,28,24,12,1005.00,12060.00,572.85
SO - 0004704,30-11-2015,33,Distributor,USD,AXW291,4,9,8,1212.70,9701.60,933.78
SO - 0004705,30-11-2015,3,Distributor,USD,GUT930,45,25,11,5031.70,55348.70,2364.90
SO - 0004706,01-12-2015,42,Wholesale,USD,AXW291,9,11,6,2418.70,14512.20,1330.29
SO - 0004707,01-12-2015,63,Export,USD,AXW291,3,14,9,1085.40,9768.60,716.36
SO - 0004708,01-12-2015,146,Wholesale,USD,FLR025,64,13,11,5728.50,63013.50,3207.96
SO - 0004709,01-12-2015,62,Wholesale,USD,FLR025,62,1,10,214.40,2144.00,122.21
SO - 0004710,01-12-2015,119,Wholesale,USD,NXH382,51,21,11,891.10,9802.10,525.75
SO - 0004711,01-12-2015,170,Distributor,USD,AXW291,10,29,6,1065.30,6391.80,639.18
SO - 0004712,01-12-2015,76,Wholesale,USD,NXH382,49,5,11,6277.90,69056.90,3892.30
SO - 0004713,01-12-2015,83,Distributor,USD,GUT930,33,18,7,1085.40,7597.80,868.32
SO - 0004714,01-12-2015,136,Wholesale,USD,GUT930,40,24,12,5393.50,64722.00,3128.23
SO - 0004715,01-12-2015,101,Wholesale,USD,AXW291,21,14,10,234.50,2345.00,119.60
SO - 0004716,02-12-2015,44,Distributor,USD,GUT930,36,14,9,978.20,8803.80,410.84
SO - 0004717,02-12-2015,76,Wholesale,USD,GUT930,34,14,6,254.60,1527.60,155.31
SO - 0004718,02-12-2015,162,Wholesale,USD,GUT930,34,19,6,1252.90,7517.40,1052.44
SO - 0004719,02-12-2015,44,Wholesale,USD,FLR025,61,14,9,1098.80,9889.20,813.11
SO - 0004720,02-12-2015,13,Distributor,USD,FLR025,64,3,9,1058.60,9527.40,592.82
SO - 0004721,02-12-2015,113,Export,USD,NXH382,49,14,12,201.00,2412.00,132.66
SO - 0004722,02-12-2015,84,Distributor,USD,GUT930,39,12,6,1045.20,6271.20,867.52
SO - 0004723,02-12-2015,52,Distributor,USD,NXH382,53,25,8,2358.40,18867.20,1132.03
SO - 0004724,02-12-2015,16,Wholesale,USD,AXW291,24,5,7,2572.80,18009.60,1132.03
SO - 0004725,03-12-2015,68,Wholesale,USD,NXH382,47,2,10,1065.30,10653.00,585.92
SO - 0004726,03-12-2015,26,Distributor,USD,AXW291,31,25,10,2298.10,22981.00,1884.44
SO - 0004727,03-12-2015,150,Export,USD,AXW291,2,19,9,2814.00,25326.00,1997.94
SO - 0004728,03-12-2015,163,Distributor,USD,AXW291,21,3,10,1118.90,11189.00,760.85
SO - 0004729,03-12-2015,100,Wholesale,USD,AXW291,16,6,8,1098.80,8790.40,472.48
SO - 0004730,03-12-2015,132,Export,USD,AXW291,3,26,7,1855.90,12991.30,760.92
SO - 0004731,03-12-2015,143,Distributor,USD,AXW291,1,25,6,2532.60,15195.60,1696.84
SO - 0004732,03-12-2015,175,Wholesale,USD,AXW291,27,20,8,1340.00,10720.00,737.00
SO - 0004733,04-12-2015,136,Export,USD,AXW291,7,6,12,1728.60,20743.20,1382.88
SO - 0004734,04-12-2015,24,Distributor,USD,AXW291,22,11,9,1105.50,9949.50,486.42
SO - 0004735,04-12-2015,163,Export,USD,NXH382,54,15,9,850.90,7658.10,485.01
SO - 0004736,04-12-2015,15,Wholesale,USD,AXW291,17,25,12,5118.80,61425.60,3020.09
SO - 0004737,04-12-2015,85,Wholesale,USD,FLR025,64,2,6,2318.20,13909.20,1460.47
SO - 0004738,04-12-2015,70,Wholesale,USD,GUT930,39,20,7,837.50,5862.50,644.88
SO - 0004739,04-12-2015,42,Distributor,USD,NXH382,48,9,7,1996.60,13976.20,1337.72
SO - 0004740,04-12-2015,24,Wholesale,USD,NXH382,54,11,10,4006.60,40066.00,3004.95
SO - 0004741,05-12-2015,109,Wholesale,USD,GUT930,44,26,11,1051.90,11570.90,683.74
SO - 0004742,05-12-2015,57,Wholesale,USD,GUT930,45,1,11,3946.30,43409.30,2525.63
SO - 0004743,05-12-2015,120,Wholesale,USD,AXW291,8,4,11,984.90,10833.90,472.75
SO - 0004744,05-12-2015,69,Distributor,USD,NXH382,52,6,8,2934.60,23476.80,1496.65
SO - 0004745,05-12-2015,56,Wholesale,USD,GUT930,37,25,6,3798.90,22793.40,2925.15
SO - 0004746,05-12-2015,17,Wholesale,USD,NXH382,55,18,6,3819.00,22914.00,3055.20
SO - 0004747,05-12-2015,3,Distributor,USD,GUT930,32,24,8,1869.30,14954.40,1476.75
SO - 0004748,05-12-2015,118,Distributor,USD,GUT930,33,25,7,1132.30,7926.10,486.89
SO - 0004749,06-12-2015,159,Wholesale,USD,AXW291,19,26,11,817.40,8991.40,678.44
SO - 0004750,06-12-2015,47,Wholesale,USD,AXW291,26,25,9,1125.60,10130.40,461.50
SO - 0004751,06-12-2015,161,Distributor,USD,NXH382,53,8,9,1172.50,10552.50,515.90
SO - 0004752,06-12-2015,171,Wholesale,USD,NXH382,54,2,6,1152.40,6914.40,749.06
SO - 0004753,06-12-2015,39,Wholesale,USD,NXH382,49,13,12,6170.70,74048.40,3270.47
SO - 0004754,06-12-2015,163,Wholesale,USD,AXW291,3,5,8,6304.70,50437.60,5106.81
SO - 0004755,06-12-2015,73,Wholesale,USD,AXW291,6,5,8,857.60,6860.80,711.81
SO - 0004756,07-12-2015,53,Distributor,USD,GUT930,33,1,10,5051.80,50518.00,2020.72
SO - 0004757,07-12-2015,12,Distributor,USD,AXW291,15,14,7,268.00,1876.00,125.96
SO - 0004758,07-12-2015,33,Export,USD,AXW291,11,6,9,1132.30,10190.70,837.90
SO - 0004759,07-12-2015,87,Distributor,USD,AXW291,17,18,7,3309.80,23168.60,1886.59
SO - 0004760,07-12-2015,126,Distributor,USD,GUT930,46,14,9,931.30,8381.70,400.46
SO - 0004761,07-12-2015,6,Distributor,USD,FLR025,61,18,10,2331.60,23316.00,1002.59
SO - 0004762,07-12-2015,151,Distributor,USD,GUT930,33,25,11,5065.20,55717.20,2026.08
SO - 0004763,07-12-2015,6,Export,USD,AXW291,9,5,7,837.50,5862.50,653.25
SO - 0004764,07-12-2015,127,Export,USD,GUT930,42,5,12,690.10,8281.20,282.94
SO - 0004765,08-12-2015,83,Distributor,USD,GUT930,42,27,9,2626.40,23637.60,1575.84
SO - 0004766,08-12-2015,76,Distributor,USD,AXW291,2,3,9,2425.40,21828.60,1479.49
SO - 0004767,08-12-2015,154,Distributor,USD,NXH382,57,14,12,3865.90,46390.80,3247.36
SO - 0004768,08-12-2015,136,Wholesale,USD,NXH382,50,29,12,783.90,9406.80,501.70
SO - 0004769,08-12-2015,140,Wholesale,USD,GUT930,43,12,12,5112.10,61345.20,3322.87
SO - 0004770,08-12-2015,44,Export,USD,AXW291,7,3,5,1809.00,9045.00,1049.22
SO - 0004771,08-12-2015,52,Wholesale,USD,AXW291,28,1,6,2673.30,16039.80,1764.38
SO - 0004772,09-12-2015,29,Wholesale,USD,NXH382,58,26,6,3973.10,23838.60,2781.17
SO - 0004773,09-12-2015,170,Distributor,USD,AXW291,4,1,8,1862.60,14900.80,1229.32
SO - 0004774,09-12-2015,173,Export,USD,NXH382,57,25,5,958.10,4790.50,526.96
SO - 0004775,09-12-2015,101,Wholesale,USD,GUT930,34,6,11,911.20,10023.20,774.52
SO - 0004776,10-12-2015,11,Wholesale,USD,NXH382,50,26,5,1025.10,5125.50,410.04
SO - 0004777,10-12-2015,48,Wholesale,USD,AXW291,7,6,6,2224.40,13346.40,934.25
SO - 0004778,10-12-2015,60,Distributor,USD,NXH382,55,25,8,2358.40,18867.20,1768.80
SO - 0004779,10-12-2015,167,Wholesale,USD,GUT930,39,6,10,3946.30,39463.00,2525.63
SO - 0004780,10-12-2015,151,Distributor,USD,NXH382,59,24,7,911.20,6378.40,428.26
SO - 0004781,10-12-2015,60,Export,USD,FLR025,62,13,6,777.20,4663.20,466.32
SO - 0004782,10-12-2015,173,Wholesale,USD,NXH382,56,23,9,2345.00,21105.00,1195.95
SO - 0004783,10-12-2015,125,Wholesale,USD,AXW291,11,26,11,3162.40,34786.40,1676.07
SO - 0004784,11-12-2015,132,Wholesale,USD,AXW291,30,25,8,2532.60,20260.80,1519.56
SO - 0004785,11-12-2015,72,Wholesale,USD,GUT930,38,3,12,201.00,2412.00,90.45
SO - 0004786,11-12-2015,136,Export,USD,AXW291,14,26,7,1025.10,7175.70,779.08
SO - 0004787,11-12-2015,105,Wholesale,USD,GUT930,32,13,6,3484.00,20904.00,1567.80
SO - 0004788,11-12-2015,98,Wholesale,USD,GUT930,40,25,6,2592.90,15557.40,2048.39
SO - 0004789,11-12-2015,147,Distributor,USD,AXW291,6,3,6,2773.80,16642.80,1692.02
SO - 0004790,12-12-2015,36,Export,USD,AXW291,1,3,12,1085.40,13024.80,607.82
SO - 0004791,12-12-2015,81,Wholesale,USD,AXW291,17,17,6,3912.80,23476.80,3208.50
SO - 0004792,12-12-2015,141,Wholesale,USD,AXW291,1,1,6,167.50,1005.00,83.75
SO - 0004793,12-12-2015,152,Distributor,USD,AXW291,4,16,12,1795.60,21547.20,897.80
SO - 0004794,12-12-2015,16,Wholesale,USD,NXH382,57,5,9,3892.70,35034.30,2841.67
SO - 0004795,12-12-2015,24,Export,USD,NXH382,50,5,11,174.20,1916.20,83.62
SO - 0004796,12-12-2015,7,Wholesale,USD,GUT930,39,9,9,2572.80,23155.20,1878.14
SO - 0004797,12-12-2015,114,Export,USD,AXW291,17,9,5,201.00,1005.00,98.49
SO - 0004798,12-12-2015,97,Wholesale,USD,GUT930,47,5,10,3999.90,39999.00,2599.94
SO - 0004799,13-12-2015,103,Export,USD,AXW291,14,26,11,1788.90,19677.90,1234.34
SO - 0004800,13-12-2015,75,Wholesale,USD,GUT930,37,2,12,201.00,2412.00,132.66
SO - 0004801,13-12-2015,88,Wholesale,USD,GUT930,42,5,5,241.20,1206.00,106.13
SO - 0004802,13-12-2015,35,Wholesale,USD,FLR025,66,3,6,1065.30,6391.80,798.98
SO - 0004803,13-12-2015,53,Wholesale,USD,AXW291,20,12,8,2432.10,19456.80,1507.90
SO - 0004804,13-12-2015,101,Wholesale,USD,GUT930,43,25,6,3825.70,22954.20,3137.07
SO - 0004805,13-12-2015,74,Distributor,USD,GUT930,34,14,6,5393.50,32361.00,3937.26
SO - 0004806,13-12-2015,102,Export,USD,AXW291,6,26,10,3986.50,39865.00,1674.33
SO - 0004807,13-12-2015,163,Wholesale,USD,AXW291,2,14,10,1005.00,10050.00,582.90
SO - 0004808,14-12-2015,105,Wholesale,USD,GUT930,45,13,6,6036.70,36220.20,2837.25
SO - 0004809,14-12-2015,153,Wholesale,USD,AXW291,3,16,12,2385.20,28622.40,1311.86
SO - 0004810,14-12-2015,159,Wholesale,USD,NXH382,58,25,6,1072.00,6432.00,771.84
SO - 0004811,14-12-2015,30,Wholesale,USD,NXH382,52,22,7,5085.30,35597.10,2695.21
SO - 0004812,14-12-2015,82,Wholesale,USD,AXW291,19,3,7,3845.80,26920.60,1922.90
SO - 0004813,14-12-2015,134,Wholesale,USD,NXH382,58,2,10,1286.40,12864.00,668.93
SO - 0004814,14-12-2015,173,Distributor,USD,GUT930,45,13,8,1078.70,8629.60,809.03
SO - 0004815,15-12-2015,160,Wholesale,USD,GUT930,45,19,10,5802.20,58022.00,4583.74
SO - 0004816,15-12-2015,99,Distributor,USD,FLR025,61,16,5,1721.90,8609.50,1050.36
SO - 0004817,15-12-2015,132,Export,USD,AXW291,12,5,10,944.70,9447.00,736.87
SO - 0004818,15-12-2015,75,Wholesale,USD,AXW291,25,25,7,247.90,1735.30,131.39
SO - 0004819,15-12-2015,110,Distributor,USD,AXW291,9,2,11,1929.60,21225.60,1447.20
SO - 0004820,15-12-2015,93,Distributor,USD,AXW291,13,7,9,971.50,8743.50,612.05
SO - 0004821,15-12-2015,128,Distributor,USD,NXH382,49,2,10,1118.90,11189.00,716.10
SO - 0004822,16-12-2015,18,Wholesale,USD,NXH382,54,7,11,991.60,10907.60,813.11
SO - 0004823,16-12-2015,4,Distributor,USD,GUT930,45,25,11,2291.40,25205.40,1810.21
SO - 0004824,16-12-2015,59,Wholesale,USD,AXW291,19,27,12,944.70,11336.40,576.27
SO - 0004825,16-12-2015,107,Distributor,USD,GUT930,36,17,5,3865.90,19329.50,2164.90
SO - 0004826,16-12-2015,148,Distributor,USD,AXW291,28,18,7,1118.90,7832.30,850.36
SO - 0004827,16-12-2015,159,Distributor,USD,AXW291,3,17,11,180.90,1989.90,123.01
SO - 0004828,16-12-2015,106,Export,USD,NXH382,53,17,6,5681.60,34089.60,3238.51
SO - 0004829,16-12-2015,57,Distributor,USD,AXW291,25,13,12,2680.00,32160.00,1581.20
SO - 0004830,16-12-2015,71,Wholesale,USD,AXW291,9,14,7,1782.20,12475.40,1122.79
SO - 0004831,16-12-2015,60,Distributor,USD,GUT930,35,29,10,1085.40,10854.00,922.59
SO - 0004832,16-12-2015,33,Export,USD,NXH382,47,5,8,4006.60,32052.80,3325.48
SO - 0004833,17-12-2015,20,Wholesale,USD,NXH382,54,4,7,1849.20,12944.40,1516.34
SO - 0004834,17-12-2015,114,Distributor,USD,GUT930,35,2,6,1829.10,10974.60,1188.92
SO - 0004835,17-12-2015,9,Distributor,USD,GUT930,33,3,12,2418.70,29024.40,1378.66
SO - 0004836,17-12-2015,4,Distributor,USD,GUT930,46,23,8,1701.80,13614.40,1055.12
SO - 0004837,17-12-2015,3,Wholesale,USD,AXW291,30,5,5,1072.00,5360.00,568.16
SO - 0004838,17-12-2015,2,Wholesale,USD,AXW291,10,12,5,3819.00,19095.00,2864.25
SO - 0004839,17-12-2015,5,Distributor,USD,AXW291,19,2,6,871.00,5226.00,740.35
SO - 0004840,17-12-2015,29,Wholesale,USD,GUT930,39,25,6,3892.70,23356.20,1712.79
SO - 0004841,17-12-2015,113,Wholesale,USD,AXW291,19,5,8,3845.80,30766.40,2384.40
SO - 0004842,17-12-2015,36,Wholesale,USD,AXW291,18,28,7,1085.40,7597.80,596.97
SO - 0004843,18-12-2015,78,Export,USD,AXW291,14,26,7,2244.50,15711.50,1054.92
SO - 0004844,18-12-2015,27,Wholesale,USD,AXW291,13,14,6,1005.00,6030.00,472.35
SO - 0004845,18-12-2015,37,Distributor,USD,GUT930,35,30,10,1929.60,19296.00,1370.02
SO - 0004846,18-12-2015,31,Export,USD,GUT930,44,20,7,1098.80,7691.60,791.14
SO - 0004847,18-12-2015,140,Wholesale,USD,FLR025,65,24,11,864.30,9507.30,475.37
SO - 0004848,18-12-2015,99,Export,USD,AXW291,18,13,6,5922.80,35536.80,2428.35
SO - 0004849,18-12-2015,136,Wholesale,USD,AXW291,28,4,11,3859.20,42451.20,1929.60
SO - 0004850,18-12-2015,50,Wholesale,USD,NXH382,55,13,6,3912.80,23476.80,1565.12
SO - 0004851,18-12-2015,51,Wholesale,USD,AXW291,12,3,6,1179.20,7075.20,978.74
SO - 0004852,18-12-2015,152,Distributor,USD,NXH382,54,1,10,1681.70,16817.00,1378.99
SO - 0004853,19-12-2015,136,Wholesale,USD,GUT930,37,13,12,2425.40,29104.80,1697.78
SO - 0004854,19-12-2015,139,Export,USD,AXW291,22,19,7,1118.90,7832.30,760.85
SO - 0004855,19-12-2015,82,Wholesale,USD,AXW291,12,20,10,1326.60,13266.00,955.15
SO - 0004856,19-12-2015,83,Wholesale,USD,GUT930,38,14,7,2974.80,20823.60,1487.40
SO - 0004857,19-12-2015,139,Export,USD,AXW291,19,6,10,180.90,1809.00,88.64
SO - 0004858,19-12-2015,94,Distributor,USD,AXW291,30,13,10,5996.50,59965.00,4917.13
SO - 0004859,20-12-2015,22,Wholesale,USD,AXW291,11,2,6,2425.40,14552.40,1164.19
SO - 0004860,20-12-2015,12,Wholesale,USD,NXH382,52,20,10,5460.50,54605.00,4313.80
SO - 0004861,20-12-2015,95,Distributor,USD,AXW291,26,3,7,891.10,6237.70,499.02
SO - 0004862,20-12-2015,158,Distributor,USD,AXW291,8,23,9,1688.40,15195.60,1063.69
SO - 0004863,20-12-2015,75,Export,USD,GUT930,32,3,12,2324.90,27898.80,1441.44
SO - 0004864,20-12-2015,38,Wholesale,USD,AXW291,16,17,9,1011.70,9105.30,414.80
SO - 0004865,20-12-2015,31,Distributor,USD,AXW291,7,23,8,234.50,1876.00,180.57
SO - 0004866,20-12-2015,2,Wholesale,USD,FLR025,64,13,12,1078.70,12944.40,625.65
SO - 0004867,20-12-2015,56,Export,USD,AXW291,13,2,10,207.70,2077.00,112.16
SO - 0004868,20-12-2015,28,Export,USD,GUT930,34,6,12,2264.60,27175.20,1109.65
SO - 0004869,21-12-2015,136,Distributor,USD,AXW291,17,12,8,884.40,7075.20,566.02
SO - 0004870,21-12-2015,32,Distributor,USD,NXH382,55,27,5,2840.80,14204.00,2045.38
SO - 0004871,21-12-2015,25,Export,USD,FLR025,63,14,9,5681.60,51134.40,2897.62
SO - 0004872,21-12-2015,159,Distributor,USD,GUT930,33,13,8,5936.20,47489.60,3027.46
SO - 0004873,21-12-2015,21,Wholesale,USD,NXH382,50,24,8,1078.70,8629.60,550.14
SO - 0004874,21-12-2015,112,Wholesale,USD,AXW291,18,20,7,2653.20,18572.40,1485.79
SO - 0004875,21-12-2015,97,Wholesale,USD,AXW291,3,20,11,268.00,2948.00,131.32
SO - 0004876,21-12-2015,99,Wholesale,USD,AXW291,10,15,5,1098.80,5494.00,890.03
SO - 0004877,22-12-2015,124,Wholesale,USD,AXW291,18,4,7,3999.90,27999.30,3399.92
SO - 0004878,22-12-2015,80,Export,USD,GUT930,39,15,8,6204.20,49633.60,3226.18
SO - 0004879,22-12-2015,114,Wholesale,USD,NXH382,48,15,10,2257.90,22579.00,1151.53
SO - 0004880,22-12-2015,160,Distributor,USD,GUT930,33,16,7,2318.20,16227.40,1460.47
SO - 0004881,22-12-2015,2,Distributor,USD,AXW291,15,15,7,2680.00,18760.00,1125.60
SO - 0004882,22-12-2015,132,Wholesale,USD,NXH382,56,30,8,1125.60,9004.80,787.92
SO - 0004883,22-12-2015,63,Wholesale,USD,NXH382,53,6,9,3932.90,35396.10,2713.70
SO - 0004884,22-12-2015,40,Wholesale,USD,FLR025,65,23,9,5460.50,49144.50,4586.82
SO - 0004885,23-12-2015,2,Distributor,USD,FLR025,64,2,8,1139.00,9112.00,501.16
SO - 0004886,23-12-2015,31,Distributor,USD,AXW291,23,4,10,254.60,2546.00,165.49
SO - 0004887,23-12-2015,14,Distributor,USD,AXW291,29,13,6,2539.30,15235.80,1015.72
SO - 0004888,23-12-2015,64,Distributor,USD,NXH382,58,17,9,5748.60,51737.40,4598.88
SO - 0004889,23-12-2015,165,Wholesale,USD,AXW291,13,2,10,1809.00,18090.00,1193.94
SO - 0004890,23-12-2015,99,Wholesale,USD,AXW291,17,26,7,167.50,1172.50,122.28
SO - 0004891,24-12-2015,101,Wholesale,USD,AXW291,17,15,5,194.30,971.50,161.27
SO - 0004892,24-12-2015,17,Export,USD,AXW291,6,9,12,3932.90,47194.80,1691.15
SO - 0004893,24-12-2015,57,Wholesale,USD,NXH382,48,20,8,3376.80,27014.40,1857.24
SO - 0004894,24-12-2015,166,Wholesale,USD,AXW291,28,1,9,5433.70,48903.30,3803.59
SO - 0004895,24-12-2015,22,Wholesale,USD,GUT930,46,16,7,5855.80,40990.60,4216.18
SO - 0004896,24-12-2015,118,Export,USD,AXW291,12,9,12,844.20,10130.40,438.98
SO - 0004897,24-12-2015,38,Wholesale,USD,AXW291,27,15,6,931.30,5587.80,596.03
SO - 0004898,24-12-2015,121,Distributor,USD,GUT930,41,14,12,797.30,9567.60,677.71
SO - 0004899,24-12-2015,155,Wholesale,USD,GUT930,35,1,12,877.70,10532.40,465.18
SO - 0004900,24-12-2015,114,Wholesale,USD,GUT930,44,2,10,2405.30,24053.00,986.17
SO - 0004901,25-12-2015,129,Wholesale,USD,AXW291,23,26,9,254.60,2291.40,188.40
SO - 0004902,25-12-2015,1,Wholesale,USD,NXH382,59,18,5,1983.20,9916.00,1665.89
SO - 0004903,25-12-2015,99,Export,USD,GUT930,46,25,8,1098.80,8790.40,791.14
SO - 0004904,25-12-2015,174,Distributor,USD,AXW291,30,5,8,1286.40,10291.20,514.56
SO - 0004905,25-12-2015,146,Export,USD,AXW291,22,22,9,2626.40,23637.60,1549.58
SO - 0004906,25-12-2015,108,Distributor,USD,AXW291,12,13,12,3892.70,46712.40,2218.84
SO - 0004907,26-12-2015,50,Distributor,USD,AXW291,29,22,11,1139.00,12529.00,660.62
SO - 0004908,26-12-2015,65,Wholesale,USD,GUT930,45,26,9,261.30,2351.70,143.72
SO - 0004909,26-12-2015,50,Wholesale,USD,GUT930,36,16,12,234.50,2814.00,143.05
SO - 0004910,26-12-2015,129,Distributor,USD,AXW291,14,23,11,1319.90,14518.90,884.33
SO - 0004911,27-12-2015,132,Distributor,USD,GUT930,39,5,12,2673.30,32079.60,1229.72
SO - 0004912,27-12-2015,134,Wholesale,USD,GUT930,44,3,11,2948.00,32428.00,1621.40
SO - 0004913,27-12-2015,173,Export,USD,GUT930,34,25,11,167.50,1842.50,75.38
SO - 0004914,27-12-2015,43,Wholesale,USD,GUT930,47,2,11,3872.60,42598.60,3059.35
SO - 0004915,27-12-2015,108,Distributor,USD,AXW291,9,5,10,3932.90,39329.00,3185.65
SO - 0004916,27-12-2015,46,Export,USD,AXW291,17,2,5,1058.60,5293.00,688.09
SO - 0004917,27-12-2015,80,Wholesale,USD,AXW291,23,4,7,187.60,1313.20,88.17
SO - 0004918,27-12-2015,28,Wholesale,USD,GUT930,44,24,5,2613.00,13065.00,2168.79
